model,feature,r2,mae,mape,n
xgboost,evtoi_per_gp,0.6848068069800546,73.41556834351908,10.264123080315235,840
xgboost,pptoi_per_gp,0.6718765377973872,23.178906934012666,362892104833.20514,840
xgboost,high_danger_shots_per60,0.6668509032177344,18.966180301897115,18643303970.859215,840
xgboost,medium_danger_shots_per60,0.6987900397446158,34.75137049358752,52.2592267585866,840
xgboost,x_goals_per60,0.7187882976384271,10.81848537519402,22.746760984687413,840
xgboost,shot_attempts_per60,0.4186080868024483,147.44486657912276,14.684539089616235,840
xgboost,conversion_high_danger,-0.2769572200700381,0.1327843540071001,5672980997.201033,840
xgboost,conversion_medium,-0.29784567650500793,0.06044226006747849,1948131149.6716418,840
xgboost,conversion_overall,0.40123870102085946,0.02691289114906653,42.90086468035073,840
