player_name,player_slug,cap_hit,team
"Philp, Noah",noah-philp,775000.0,EDM
"Bouchard, Evan",evan-bouchard,10500000.0,EDM
"Nurse, Darnell",darnell-nurse,9250000.0,EDM
"Ekholm, Mattias",mattias-ekholm,6000000.0,EDM
"Walman, Jake",jake-walman,3400000.0,EDM
"Kulak, Brett",brett-kulak,2750000.0,EDM
"Emberson, Ty",ty-emberson,1300000.0,EDM
"Stecher, Troy",troy-stecher,787500.0,EDM
"Skinner, Stuart",stuart-skinner,2600000.0,EDM
"Pickard, Calvin",calvin-pickard,1000000.0,EDM
"Ingram, Connor",connor-ingram,1150000.0,EDM
"Campbell, Jack",jack-campbell,2300000.0,EDM
"Jones, Max",max-jones,1000000.0,EDM
"Samanski, Josh",josh-samanski,975000.0,EDM
"Hutson, Quinn",quinn-hutson,875000.0,EDM
"Marjala, Viljami",viljami-marjala,872500.0,EDM
"Stefan, James",james-stefan,870000.0,EDM
"Grubbe, Jayden",jayden-grubbe,867500.0,EDM
"Clattenburg, Connor",connor-clattenburg,828333.0,EDM
"Stonehouse, Brady",brady-stonehouse,821667.0,EDM
"Petrov, Matvei",matvei-petrov,803333.0,EDM
"Lazar, Curtis",curtis-lazar,775000.0,EDM
"Jarventie, Roby",roby-jarventie,775000.0,EDM
"Hamblin, James",james-hamblin,775000.0,EDM
"Brown, Josh",josh-brown,1000000.0,EDM
"Leppänen, Atro",atro-leppanen,975000.0,EDM
"Carfagna, Damien",damien-carfagna,862500.0,EDM
"Akey, Beau",beau-akey,831666.0,EDM
"Dineen, Cam",cam-dineen,775000.0,EDM
"Stillman, Riley",riley-stillman,775000.0,EDM
"Regula, Alec",alec-regula,775000.0,EDM
"Ingram, Connor",connor-ingram,1150000.0,EDM
"Ungar, Connor",connor-ungar,860000.0,EDM
"Day, Nathaniel",nathaniel-day,856667.0,EDM
"Jonsson, Samuel",samuel-jonsson,855000.0,EDM
"Tomkins, Matt",matt-tomkins,775000.0,EDM
"Barkov, Aleksander",aleksander-barkov,10000000.0,FLA
"Tkachuk, Matthew",matthew-tkachuk,9500000.0,FLA
"Reinhart, Sam",sam-reinhart,8625000.0,FLA
"Bennett, Sam",sam-bennett,8000000.0,FLA
"Verhaeghe, Carter",carter-verhaeghe,7000000.0,FLA
"Marchand, Brad",brad-marchand,5250000.0,FLA
"Lundell, Anton",anton-lundell,5000000.0,FLA
"Rodrigues, Evan",evan-rodrigues,3000000.0,FLA
"Luostarinen, Eetu",eetu-luostarinen,3000000.0,FLA
"Boqvist, Jesper",jesper-boqvist,1500000.0,FLA
"Greer, A.J.",aj-greer,850000.0,FLA
"Schwindt, Cole",cole-schwindt,825000.0,FLA
"Nosek, Tomas",tomas-nosek,775000.0,FLA
"Kunin, Luke",luke-kunin,775000.0,FLA
"Gadjovich, Jonah",jonah-gadjovich,775000.0,FLA
"Samoskevich, Mackie",matthew-samoskevich,775000.0,FLA
"Motte, Tyler",tyler-motte,0.0,FLA
"Gregor, Noah",noah-gregor,0.0,FLA
"Jones, Seth",seth-jones,7000000.0,FLA
"Ekblad, Aaron",aaron-ekblad,6100000.0,FLA
"Forsling, Gustav",gustav-forsling,5750000.0,FLA
"Mikkola, Niko",niko-mikkola,2500000.0,FLA
"Kulikov, Dmitry",dmitry-kulikov,1150000.0,FLA
"Balinskis, Uvis",uvis-balinskis,850000.0,FLA
"Petry, Jeff",jeff-petry,775000.0,FLA
"Bobrovsky, Sergei",sergei-bobrovsky,10000000.0,FLA
"Tarasov, Daniil",daniil-tarasov,1050000.0,FLA
"Lundmark, Anton",anton-lundmark,975000.0,FLA
"Devine, Jack",jack-devine,950000.0,FLA
"Steeves, Ben",ben-steeves,950000.0,FLA
"McAllister, Ryan",ryan-mcallister,896667.0,FLA
"Vilmanis, Sandis",sandis-vilmanis,855000.0,FLA
"Sawchyn, Gracyn",gracyn-sawchyn,846666.0,FLA
"St. Martin, Hunter",hunter-st-martin,828889.0,FLA
"Davies, Joshua",joshua-davies,828333.0,FLA
"Schwindt, Kai",kai-schwindt,798334.0,FLA
"Studnicka, Jack",jack-studnicka,775000.0,FLA
"Entwistle, Mackenzie",mackenzie-entwistle,775000.0,FLA
"Foote, Nolan",nolan-foote,775000.0,FLA
"Skoog, Wilmer",wilmer-skoog,775000.0,FLA
"Heponiemi, Aleksi",aleksi-heponiemi,0.0,FLA
"Hutsko, Logan",logan-hutsko,0.0,FLA
"Okuliar, Oliver",oliver-okuliar,0.0,FLA
"Hovorka, Mikulas",mikulas-hovorka,950000.0,FLA
"Alscher, Marek",marek-alscher,865000.0,FLA
"Nause, Evan",evan-nause,864167.0,FLA
"Jansson, Ludvig",ludvig-jansson,855000.0,FLA
"Bjornfot, Tobias",tobias-bjornfot,775000.0,FLA
"Benning, Michael",michael-benning,775000.0,FLA
"Black, Cooper",cooper-black,950000.0,FLA
"Gerasimyuk, Kirill",kirill-gerasimyuk,875000.0,FLA
"Bussi, Brandon",brandon-bussi,775000.0,FLA
"Fiala, Kevin",kevin-fiala,7875000.0,LAK
"Kopitar, Anze",anze-kopitar,7000000.0,LAK
"Byfield, Quinton",quinton-byfield,6250000.0,LAK
"Danault, Phillip",phillip-danault,5500000.0,LAK
"Kempe, Adrian",adrian-kempe,5500000.0,LAK
"Kuzmenko, Andrei",andrei-kuzmenko,4300000.0,LAK
"Moore, Trevor",trevor-moore,4200000.0,LAK
"Laferriere, Alex",alex-laferriere,4100000.0,LAK
"Foegele, Warren",warren-foegele,3500000.0,LAK
"Armia, Joel",joel-armia,2500000.0,LAK
"Perry, Corey",corey-perry,2000000.0,LAK
"Helenius, Samuel",samuel-helenius,805833.0,LAK
"Turcotte, Alex",alex-turcotte,775000.0,LAK
"Malott, Jeff",jeff-malott,775000.0,LAK
"Doughty, Drew",drew-doughty,11000000.0,LAK
"Ceci, Cody",cody-ceci,4500000.0,LAK
"Anderson, Mikey",mikey-anderson,4125000.0,LAK
"Dumoulin, Brian",brian-dumoulin,4000000.0,LAK
"Edmundson, Joel",joel-edmundson,3850000.0,LAK
"Burroughs, Kyle",kyle-burroughs,1100000.0,LAK
"Clarke, Brandt",brandt-clarke,863334.0,LAK
"Moverare, Jacob",jacob-moverare,775000.0,LAK
"Kuemper, Darcy",darcy-kuemper,5250000.0,LAK
"Forsberg, Anton",anton-forsberg,2250000.0,LAK
"Richards, Mike",mike-richards,600000.0,LAK
"Greentree, Liam",liam-greentree,942500.0,LAK
"Connors, Kenny",kenny-connors,867500.0,LAK
"Wright, Jared",jared-wright,867500.0,LAK
"Jamsen, Aatu",aatu-jamsen,852500.0,LAK
"Lawrence, Kaleb",kaleb-lawrence,852500.0,LAK
"Pinelli, Francesco",francesco-pinelli,845000.0,LAK
"Ziemmer, Koehn",koehn-ziemmer,816666.0,LAK
"Gawdin, Glenn",glenn-gawdin,775000.0,LAK
"Brown, Logan",logan-brown,775000.0,LAK
"Guttman, Cole",cole-guttman,775000.0,LAK
"Thomas, Akil",akil-thomas,775000.0,LAK
"Lee, Andre",andre-lee,775000.0,LAK
"Chromiak, Martin",martin-chromiak,775000.0,LAK
"Ward, Taylor",taylor-ward,775000.0,LAK
"Kirsanov, Kirill",kirill-kirsanov,925000.0,LAK
"Salin, Otto",otto-salin,875000.0,LAK
"Woolley, Jared",jared-woolley,875000.0,LAK
"Dvorak, Jakub",jakub-dvorak,840000.0,LAK
"Booth, Angus",angus-booth,826667.0,LAK
"Hicketts, Joe",joe-hicketts,775000.0,LAK
"Bolduc, Samuel",samuel-bolduc,775000.0,LAK
"George, Carter",carter-george,845833.0,LAK
"Portillo, Erik",erik-portillo,783333.0,LAK
"Kaprizov, Kirill",kirill-kaprizov,9000000.0,MIN
"Boldy, Matt",matthew-boldy,7000000.0,MIN
"Eriksson Ek, Joel",joel-erikssonek,5250000.0,MIN
"Rossi, Marco",marco-rossi,5000000.0,MIN
"Tarasenko, Vladimir",vladimir-tarasenko,4750000.0,MIN
"Zuccarello, Mats",mats-zuccarello,4125000.0,MIN
"Foligno, Marcus",marcus-foligno,4000000.0,MIN
"Hartman, Ryan",ryan-hartman,4000000.0,MIN
"Trenin, Yakov",yakov-trenin,3500000.0,MIN
"Sturm, Nico",nico-sturm,2000000.0,MIN
"Yurov, Danila",danila-yurov,950000.0,MIN
"Öhgren, Liam",liam-ohgren,886666.0,MIN
"Johansson, Marcus",marcus-johansson,800000.0,MIN
"Hinostroza, Vinnie",vinnie-hinostroza,775000.0,MIN
"Faber, Brock",brock-faber,8500000.0,MIN
"Spurgeon, Jared",jared-spurgeon,7575000.0,MIN
"Brodin, Jonas",jonas-brodin,6000000.0,MIN
"Middleton, Jacob",jacob-middleton,4350000.0,MIN
"Bogosian, Zach",zach-bogosian,1250000.0,MIN
"Buium, Zeev",zeev-buium,966667.0,MIN
"Jiricek, David",david-jiricek,918333.0,MIN
"Hunt, Daemon",daemon-hunt,775000.0,MIN
"Gustavsson, Filip",filip-gustavsson,3750000.0,MIN
"Wallstedt, Jesper",jesper-wallstedt,2200000.0,MIN
"Parise, Zach",zach-parise,833333.0,MIN
"Suter, Ryan",ryan-suter,833333.0,MIN
"Heidt, Riley",riley-heidt,918333.0,MIN
"Bankier, Caedan",caedan-bankier,867500.0,MIN
"Haight, Hunter",hunter-haight,865833.0,MIN
"Kumpulainen, Rasmus",rasmus-kumpulainen,865833.0,MIN
"Butler, Cameron",cameron-butler,858333.0,MIN
"Marek, Bradley",bradley-marek,790000.0,MIN
"Pitlick, Tyler",tyler-pitlick,775000.0,MIN
"Aube-Kubel, Nicolas",nicolas-aube-kubel,775000.0,MIN
"Jones, Ben",benjamin-jones,775000.0,MIN
"Milne, Michael",michael-milne,775000.0,MIN
"Peart, Jack",jack-peart,925000.0,MIN
"Masters, Kyle",kyle-masters,865000.0,MIN
"Lambos, Carson",carson-lambos,863334.0,MIN
"Spacek, David",david-spacek,862500.0,MIN
"Leskovar, Stevie",stevie-leskovar,860000.0,MIN
"Gleason, Ben",benjamin-gleason,800000.0,MIN
"Kiersted, Matt",matt-kiersted,775000.0,MIN
"Wutzke, Chase",chase-wutzke,955833.0,MIN
"Hlavaj, Samuel",samuel-hlavaj,875000.0,MIN
"Mercer, Riley",riley-mercer,820000.0,MIN
"Petersen, Cal",cal-petersen,775000.0,MIN
"Laine, Patrik",patrik-laine,8700000.0,MTL
"Suzuki, Nick",nick-suzuki,7875000.0,MTL
"Caufield, Cole",cole-caufield,7850000.0,MTL
"Slafkovský, Juraj",juraj-slafkovsky,7600000.0,MTL
"Gallagher, Brendan",brendan-gallagher,6500000.0,MTL
"Anderson, Josh",josh-anderson,5500000.0,MTL
"Dach, Kirby",kirby-dach,3362500.0,MTL
"Newhook, Alex",alex-newhook,2900000.0,MTL
"Evans, Jake",jake-evans,2850000.0,MTL
"Demidov, Ivan",ivan-demidov,940833.0,MTL
"Kapanen, Oliver",oliver-kapanen,925000.0,MTL
"Veleno, Joseph",joseph-veleno,900000.0,MTL
"Bolduc, Zack",zachary-bolduc,863334.0,MTL
"Blais, Sammy",sammy-blais,775000.0,MTL
"Dobson, Noah",noah-dobson,9500000.0,MTL
"Guhle, Kaiden",kaiden-guhle,5550000.0,MTL
"Matheson, Mike",mike-matheson,4875000.0,MTL
"Carrier, Alexandre",alexandre-carrier,3750000.0,MTL
"Struble, Jayden",jayden-struble,1412500.0,MTL
"Xhekaj, Arber",arber-xhekaj,1300000.0,MTL
"Hutson, Lane",lane-hutson,950000.0,MTL
"Montembeault, Sam",sam-montembeault,3150000.0,MTL
"Kahkonen, Kaapo",kaapo-kahkonen,1150000.0,MTL
"Rohrer, Vinzenz",vinzenz-rohrer,950000.0,MTL
"Tuch, Luke",luke-tuch,912500.0,MTL
"Mesar, Filip",filip-mesar,886666.0,MTL
"Thorpe, Tyler",tyler-thorpe,868333.0,MTL
"Xhekaj, Florian",florian-xhekaj,866667.0,MTL
"Davidson, Jared",jared-davidson,862500.0,MTL
"Beck, Owen",owen-beck,853333.0,MTL
"Kidney, Riley",riley-kidney,836667.0,MTL
"Roy, Joshua",joshua-roy,835000.0,MTL
"Belzile, Alex",alex-belzile,775000.0,MTL
"Farrell, Sean",sean-farrell,775000.0,MTL
"Condotta, Lucas",lucas-condotta,775000.0,MTL
"Engström, Adam",adam-engstrom,896667.0,MTL
"Reinbacher, David",david-reinbacher,886666.0,MTL
"Laroque, Gannon",gannon-laroque,836667.0,MTL
"Clurman, Nathan",nathan-clurman,775000.0,MTL
"Del Gaizo, Marc",marc-del-gaizo,775000.0,MTL
"Trudeau, William",william-trudeau,775000.0,MTL
"Dobes, Jakub",jakub-dobes,965000.0,MTL
"Fowler, Jacob",jacob-fowler,923333.0,MTL
"Forsberg, Filip",filip-forsberg,8500000.0,NSH
"Stamkos, Steven",steven-stamkos,8000000.0,NSH
"Marchessault, Jonathan",jonathan-marchessault,5500000.0,NSH
"O'Reilly, Ryan",ryan-oreilly,4500000.0,NSH
"Bunting, Michael",michael-bunting,4500000.0,NSH
"Haula, Erik",erik-haula,3150000.0,NSH
"Evangelista, Luke",luke-evangelista,3000000.0,NSH
"Smith, Cole",cole-smith,1000000.0,NSH
"Martin, Brady",brady-martin,975000.0,NSH
"Svechkov, Fyodor",fyodor-svechkov,925000.0,NSH
"McCarron, Michael",michael-mccarron,900000.0,NSH
"Kemell, Joakim",joakim-kemell,886666.0,NSH
"Jost, Tyson",tyson-jost,775000.0,NSH
"Wiesblatt, Ozzy",ozzy-wiesblatt,775000.0,NSH
"Josi, Roman",roman-josi,9059000.0,NSH
"Skjei, Brady",brady-skjei,7000000.0,NSH
"Hague, Nicolas",nicolas-hague,5500000.0,NSH
"Perbix, Nicklaus",nicklaus-perbix,2750000.0,NSH
"Barron, Justin",justin-barron,1150000.0,NSH
"Stastney, Spencer",spencer-stastney,825000.0,NSH
"Wilsby, Adam",adam-wilsby,775000.0,NSH
"Saros, Juuse",juuse-saros,7740000.0,NSH
"Annunen, Justus",justus-annunen,837500.0,NSH
"Duchene, Matt",matt-duchene,6555556.0,NSH
"Turris, Kyle",kyle-turris,2000000.0,NSH
"Sissons, Colton",colton-sissons,1428572.0,NSH
"Ekholm, Mattias",mattias-ekholm,250000.0,NSH
"Wood, Matthew",matthew-wood,950000.0,NSH
"Rolston, Ryder",ryder-rolston,895000.0,NSH
"Schaefer, Reid",reid-schaefer,886666.0,NSH
"Edstrom, David",david-edstrom,886666.0,NSH
"L'Heureux, Zachary",zachary-lheureux,863334.0,NSH
"O'Hara, Cole",cole-ohara,860000.0,NSH
"Willis, Joseph",joseph-willis,860000.0,NSH
"Roest, Austin",austin-roest,845000.0,NSH
"Gojsic, Hiroki",hiroki-gojsic,835000.0,NSH
"Lind, Kalan",kalan-lind,806666.0,NSH
"Lucchini, Jake",jake-lucchini,775000.0,NSH
"Mutter, Navrin",navrin-mutter,775000.0,NSH
"Ufko, Ryan",ryan-ufko,925000.0,NSH
"Molendyk, Tanner",tanner-molendyk,886666.0,NSH
"Gibson, Andrew",andrew-gibson,865000.0,NSH
"Matier, Jack",jack-matier,801667.0,NSH
"Gravel, Kevin",kevin-gravel,775000.0,NSH
"Oesterle, Jordan",jordan-oesterle,775000.0,NSH
"Englund, Andreas",andreas-englund,775000.0,NSH
"Blankenburg, Nick",nick-blankenburg,775000.0,NSH
"Chrona, Magnus",magnus-chrona,775000.0,NSH
"Murray, Matthew",matthew-murray,775000.0,NSH
"Meier, Timo",timo-meier,8800000.0,NJD
"Hughes, Jack",jack-hughes,8000000.0,NJD
"Bratt, Jesper",jesper-bratt,7875000.0,NJD
"Hischier, Nico",nico-hischier,7250000.0,NJD
"Palat, Ondrej",ondrej-palat,6000000.0,NJD
"Mercer, Dawson",dawson-mercer,4000000.0,NJD
"Brown, Connor",connor-brown,3000000.0,NJD
"Noesen, Stefan",stefan-noesen,2750000.0,NJD
"Glass, Cody",cody-glass,2500000.0,NJD
"Dadonov, Evgenii",evgenii-dadonov,1000000.0,NJD
"Gritsyuk, Arseny",arseny-gritsyuk,925000.0,NJD
"Lammikko, Juho",juho-lammikko,800000.0,NJD
"MacEwen, Zack",zack-macewen,775000.0,NJD
"Cotter, Paul",paul-cotter,775000.0,NJD
"Bordeleau, Thomas",thomas-bordeleau,775000.0,NJD
"Glendening, Luke",luke-glendening,0.0,NJD
"Rooney, Kevin",kevin-rooney,0.0,NJD
"Hamilton, Dougie",dougie-hamilton,9000000.0,NJD
"Hughes, Luke",luke-hughes,9000000.0,NJD
"Pesce, Brett",brett-pesce,5500000.0,NJD
"Dillon, Brenden",brenden-dillon,4000000.0,NJD
"Kovacevic, Johnathan",johnathan-kovacevic,4000000.0,NJD
"Siegenthaler, Jonas",jonas-siegenthaler,3400000.0,NJD
"Nemec, Simon",simon-nemec,918333.0,NJD
"Markstrom, Jacob",jacob-markstrom,4125000.0,NJD
"Allen, Jake",jake-allen,1800000.0,NJD
"Romanov, Georgii",georgii-romanov,0.0,NJD
"Hämeenaho, Lenni",lenni-hameenaho,950000.0,NJD
"Lachance, Shane",shane-lachance,925000.0,NJD
"Wendt, Dylan",dylan-wendt,870000.0,NJD
"Parent, Xavier",xavier-parent,850000.0,NJD
"Filmon, Josh",josh-filmon,838333.0,NJD
"Squires, Cam",cam-squires,838333.0,NJD
"Gruden, Jonathan",jonathan-gruden,775000.0,NJD
"Crookshank, Angus",angus-crookshank,775000.0,NJD
"Legare, Nathan",nathan-legare,775000.0,NJD
"Schmelzer, Ryan",ryan-schmelzer,775000.0,NJD
"Hardman, Mike",mike-hardman,775000.0,NJD
"McLaughlin, Marc",marc-mclaughlin,775000.0,NJD
"Halonen, Brian",brian-halonen,775000.0,NJD
"Casey, Seamus",seamus-casey,950000.0,NJD
"Diotte, Mikael",mikael-diotte,950000.0,NJD
"Edwards, Ethan",ethan-edwards,925000.0,NJD
"Hanzel, Jeremy",jeremy-hanzel,851667.0,NJD
"Vilen, Topias",topias-vilen,836667.0,NJD
"White, Colton",colton-white,775000.0,NJD
"Cholowski, Dennis",dennis-cholowski,775000.0,NJD
"Addison, Calen",calen-addison,775000.0,NJD
"Brennan, Tyler",tyler-brennan,870000.0,NJD
"Málek, Jakub",jakub-malek,867500.0,NJD
"Daws, Nico",nicolas-daws,812500.0,NJD
"Barzal, Mathew",mathew-barzal,9150000.0,NYI
"Horvat, Bo",bo-horvat,8500000.0,NYI
"Lee, Anders",anders-lee,7000000.0,NYI
"Pageau, Jean-Gabriel",jean-gabriel-pageau,5000000.0,NYI
"Palmieri, Kyle",kyle-palmieri,4750000.0,NYI
"Drouin, Jonathan",jonathan-drouin,4000000.0,NYI
"Holmstrom, Simon",simon-holmstrom,3625000.0,NYI
"Duclair, Anthony",anthony-duclair,3500000.0,NYI
"Engvall, Pierre",pierre-engvall,3000000.0,NYI
"Cizikas, Casey",casey-cizikas,2500000.0,NYI
"Tsyplakov, Maxim",maxim-tsyplakov,2250000.0,NYI
"Heineman, Emil",emil-heineman,1100000.0,NYI
"Shabanov, Maxim",maxim-shabanov,975000.0,NYI
"Gatcomb, Marc",marc-gatcomb,900000.0,NYI
"MacLean, Kyle",kyle-maclean,775000.0,NYI
"Romanov, Alexander",alexander-romanov,6250000.0,NYI
"Pulock, Ryan",ryan-pulock,6150000.0,NYI
"Pelech, Adam",adam-pelech,5750000.0,NYI
"Mayfield, Scott",scott-mayfield,3500000.0,NYI
"DeAngelo, Tony",tony-deangelo,1750000.0,NYI
"Schaefer, Matthew",matthew-schaefer,975000.0,NYI
"Boqvist, Adam",adam-boqvist,850000.0,NYI
"Sorokin, Ilya",ilya-sorokin,8250000.0,NYI
"Varlamov, Semyon",semyon-varlamov,2750000.0,NYI
"Rittich, David",david-rittich,1000000.0,NYI
"Eklund, Victor",victor-eklund,975000.0,NYI
"Ritchie, Calum",calum-ritchie,918333.0,NYI
"Prokhorov, Daniil",daniil-prokhorov,915000.0,NYI
"Veremyev, Gleb",gleb-veremyev,885000.0,NYI
"Larson, Joey",joey-larson,872500.0,NYI
"Maggio, Matt",matt-maggio,870000.0,NYI
"Thiesing, Cam",cam-thiesing,870000.0,NYI
"Jefferies, Alex",alex-jefferies,867500.0,NYI
"Liukas, Eetu",eetu-liukas,867500.0,NYI
"Kuefler, Daylan",daylan-kuefler,840000.0,NYI
"Nurmi, Jesse",jesse-nurmi,838333.0,NYI
"Highmore, Matthew",matthew-highmore,775000.0,NYI
"Gauthier, Julien",julien-gauthier,775000.0,NYI
"Foudy, Liam",liam-foudy,775000.0,NYI
"Beckman, Adam",adam-beckman,775000.0,NYI
"Iskhakov, Ruslan",ruslan-iskhakov,0.0,NYI
"Pulkkinen, Jesse",jesse-pulkkinen,880833.0,NYI
"George, Isaiah",isaiah-george,838333.0,NYI
"Warren, Marshall",marshall-warren,825000.0,NYI
"Odelius, Calle",calle-odelius,815000.0,NYI
"Bear, Ethan",ethan-bear,775000.0,NYI
"Mitchell, Travis",travis-mitchell,775000.0,NYI
"McWard, Cole",cole-mcward,775000.0,NYI
"Lennox, Tristan",tristan-lennox,867500.0,NYI
"Tikkanen, Henrik",henrik-tikkanen,823750.0,NYI
"Hogberg, Marcus",marcus-hogberg,775000.0,NYI
"Panarin, Artemi",artemi-panarin,11642857.0,NYR
"Zibanejad, Mika",mika-zibanejad,8500000.0,NYR
"Miller, J.T.",jt-miller,8000000.0,NYR
"Lafreniere, Alexis",alexis-lafreniere,7450000.0,NYR
"Trocheck, Vincent",vincent-trocheck,5625000.0,NYR
"Cuylle, Will",william-cuylle,3900000.0,NYR
"Raddysh, Taylor",taylor-raddysh,1500000.0,NYR
"Parssinen, Juuso",juuso-parssinen,1250000.0,NYR
"Carrick, Sam",sam-carrick,1000000.0,NYR
"Edstrom, Adam",adam-edstrom,975000.0,NYR
"Rempe, Matt",matt-rempe,975000.0,NYR
"Berard, Brett",brett-berard,867500.0,NYR
"Brodzinski, Jonny",jonny-brodzinski,787500.0,NYR
"Sheary, Conor",conor-sheary,0.0,NYR
"Fox, Adam",adam-fox,9500000.0,NYR
"Gavrikov, Vladislav",vladislav-gavrikov,7000000.0,NYR
"Borgen, William",william-borgen,4100000.0,NYR
"Soucy, Carson",carson-soucy,3250000.0,NYR
"Schneider, Braden",braden-schneider,2200000.0,NYR
"Vaakanainen, Urho",urho-vaakanainen,1550000.0,NYR
"Robertson, Matthew",matthew-robertson,775000.0,NYR
"Shesterkin, Igor",igor-shesterkin,11500000.0,NYR
"Quick, Jonathan",jonathan-quick,1550000.0,NYR
"Perreault, Gabe",gabe-perreault,941667.0,NYR
"Terrance, Carey",carey-terrance,886667.0,NYR
"Laba, Noah",noah-laba,870000.0,NYR
"Chmelar, Jaroslav",jaroslav-chmelar,867500.0,NYR
"Othmann, Brennan",brennan-othmann,863333.0,NYR
"Väisänen, Kalle",kalle-vaisanen,863333.0,NYR
"Roobroeck, Dylan",dylan-roobroeck,850000.0,NYR
"McConnell-Barker, Bryce",bryce-mcconnell-barker,838333.0,NYR
"Sýkora, Adam",adam-sykora,806666.0,NYR
"Dowling, Justin",justin-dowling,775000.0,NYR
"Blidh, Anton",anton-blidh,775000.0,NYR
"Fix-Wolansky, Trey",trey-fix-wolansky,775000.0,NYR
"Brisson, Brendan",brendan-brisson,775000.0,NYR
"Pajuniemi, Lauri",lauri-pajuniemi,0.0,NYR
"Henriksson, Karl",karl-henriksson,0.0,NYR
"Morrow, Scott",scott-morrow,916667.0,NYR
"Dorrington, Jackson",jackson-dorrington,851667.0,NYR
"Pouliot, Derrick",derrick-pouliot,775000.0,NYR
"Fitzgerald, Casey",casey-fitzgerald,775000.0,NYR
"Mackey, Connor",connor-mackey,775000.0,NYR
"Scanlin, Brandon",brandon-scanlin,775000.0,NYR
"Tung, Callum",callum-tung,872500.0,NYR
"Ollas, Hugo",hugo-ollas,855000.0,NYR
"Garand, Dylan",dylan-garand,775000.0,NYR
"Boyko, Talyn",talyn-boyko,775000.0,NYR
"Stutzle, Tim",tim-stuetzle,8350000.0,OTT
"Tkachuk, Brady",brady-tkachuk,8205714.0,OTT
"Cozens, Dylan",dylan-cozens,7100000.0,OTT
"Batherson, Drake",drake-batherson,4975000.0,OTT
"Zetterlund, Fabian",fabian-zetterlund,4275000.0,OTT
"Perron, David",david-perron,4000000.0,OTT
"Pinto, Shane",shane-pinto,3750000.0,OTT
"Greig, Ridly",ridly-greig,3250000.0,OTT
"Amadio, Michael",michael-amadio,2600000.0,OTT
"Giroux, Claude",claude-giroux,2000000.0,OTT
"Eller, Lars",lars-eller,1250000.0,OTT
"MacDermid, Kurtis",kurtis-macdermid,1150000.0,OTT
"Cousins, Nick",nick-cousins,825000.0,OTT
"Kaliyev, Arthur",arthur-kaliyev,775000.0,OTT
"Sanderson, Jake",jake-sanderson,8050000.0,OTT
"Chabot, Thomas",thomas-chabot,8000000.0,OTT
"Zub, Artyom",artyom-zub,4600000.0,OTT
"Jensen, Nick",nick-jensen,4050000.0,OTT
"Kleven, Tyler",tyler-kleven,1600000.0,OTT
"Spence, Jordan",jordan-spence,1500000.0,OTT
"Matinpalo, Nikolas",nikolas-matinpalo,875000.0,OTT
"Ullmark, Linus",linus-ullmark,8250000.0,OTT
"Merilainen, Leevi",leevi-merilainen,1050000.0,OTT
"White, Colin",colin-white,875000.0,OTT
"Korpisalo, Joonas",joonas-korpisalo,1000000.0,OTT
"Halliday, Stephen",stephen-halliday,950000.0,OTT
"Ellinas, Lucas",lucas-ellinas,875000.0,OTT
"Boucher, Tyler",tyler-boucher,863334.0,OTT
"Chiasson, Jake",jake-chiasson,843333.0,OTT
"Pettersson, Oskar",oskar-pettersson,835000.0,OTT
"Pilon, Garrett",garrett-pilon,775000.0,OTT
"Lycksell, Olle",olle-lycksell,775000.0,OTT
"Jenik, Jan",jan-jenik,775000.0,OTT
"Bourgault, Xavier",xavier-bourgault,775000.0,OTT
"Hodgson, Hayden",hayden-hodgson,775000.0,OTT
"Bongiovanni, Wyatt",wyatt-bongiovanni,775000.0,OTT
"Formenton, Alex",alex-formenton,0.0,OTT
"Yakemchuk, Carter",carter-yakemchuk,942500.0,OTT
"Andonovski, Matthew",matthew-andonovski,836666.0,OTT
"Crotty, Cameron",cameron-crotty,812500.0,OTT
"Toure, Djibril",djibril-toure,805000.0,OTT
"Hamara, Tomas",tomas-hamara,803334.0,OTT
"Donovan, Jorian",jorian-donovan,796666.0,OTT
"Thomson, Lassi",lassi-thomson,775000.0,OTT
"Sebrango, Donovan",donovan-sebrango,775000.0,OTT
"Guenette, Maxence",maxence-guenette,0.0,OTT
"Parsons, Jackson",jackson-parsons,829167.0,OTT
"Sogaard, Mads",mads-sogaard,775000.0,OTT
"Shepard, Hunter",hunter-shepard,775000.0,OTT
"Konecny, Travis",travis-konecny,8750000.0,PHI
"Couturier, Sean",sean-couturier,7750000.0,PHI
"Tippett, Owen",owen-tippett,6200000.0,PHI
"Zegras, Trevor",trevor-zegras,5750000.0,PHI
"Dvorak, Christian",christian-dvorak,5400000.0,PHI
"Cates, Noah",noah-cates,4000000.0,PHI
"Foerster, Tyson",tyson-foerster,3750000.0,PHI
"Hathaway, Garnet",garnet-hathaway,2400000.0,PHI
"Deslauriers, Nicolas",nicolas-deslauriers,1750000.0,PHI
"Brink, Bobby",bobby-brink,1500000.0,PHI
"Michkov, Matvei",matvei-michkov,950000.0,PHI
"Grebenkin, Nikita",nikita-grebyonkin,875000.0,PHI
"Abols, Rodrigo",rodrigo-abols,800000.0,PHI
"Ellis, Ryan",ryan-ellis,6250000.0,PHI
"Sanheim, Travis",travis-sanheim,6250000.0,PHI
"York, Cameron",cameron-york,5150000.0,PHI
"Ristolainen, Rasmus",rasmus-ristolainen,5100000.0,PHI
"Seeler, Nick",nick-seeler,2700000.0,PHI
"Drysdale, Jamie",jamie-drysdale,2300000.0,PHI
